airline_sentiment,text
0,united thanks answer question want make reservation phone perth hold hr family
0,united delay much straight cancelled flightlation weather issue either
0,united thanks ruining wedding anniversary flight ua ewr rdu delayed hour reach home nxt day
0,united cancelled flightled flight unknown reason really given anything make overnight layover tolerable
0,united difference responsible position something learn delta
0,united yes flight rebooked losing trust want get anywhere time
2,united thanks keep good work
2,united reflight booking problem last day time united wait time lt second kudos excellent customer service
0,united solution
1,united mind
0,united evry st flight take w delayed amp evry nd time missed evry time lastflightofthenight breakup
0,united submit complaint line never heard back id find
0,united cool customer told care either expected
0,united freaking worthless hate airline http co dn cgwe
0,united u leave ord time week shameful
0,united missed daughter suppose dpt ord pm dpted pm checked week average ua shameful day average pm
1,united understand pilot would get plane st class empty coach seat near premier k
0,united fantastic night waiting hour delayed airplane alert u flight cancelled flighted land whatstatus
1,united someone airport portland buy ticket picked used day late flightr perth australia thanks
0,united delta flight lax compensated rental car
1,united happens spooky spook much scare
0,united missed set hotel flight delayed sfo hour missing wedding festivity friend
2,united sent confirmation via dm thank much
0,united board customer onto plane pilot thing expedited time line book new flight come
2,united would great k u
0,united stuck tarmac last hour beer
0,united recent service bad nc trip aweful disappointed never
0,united freezing gate bridge waitingforbags united ewr
0,united landed pm standing waiting bag loaded plane side crew tiredcustomer
0,united dmb show need plane get buffalo leave tonight progress
0,united rebooked however would nice wait extra min airport make right
0,united enough already poor service old plane ridiculous routing k time find new airline status match
0,united waiting hour finally board airplane find call maintenance plane cold
0,united broke suitcase amp refuse give repair estimate http co zouowgv q
0,united scheduled flight crew competent person working airline
0,united help chicago get gate freezing runway seems like crappy thing pm
1,united hiltonworldwide caravannyc maysvillenyc let go join first trip back nyc tourist http co egaejtrglb
0,united thanks kp going w tonight bad update online phone u give customer good info waste time
2,united got lost kindle mail thanks
1,united z code airfare refundable
1,united notice start boarding assumed e time boarding started gas cleared standby full flt
0,united knew flight delayed mht alb ewr get crew arrival late flightr departure update site
0,united wtf update time timely manner known fight delayed ur service awful cnn
1,united want book multi city fare mile flight option pay st flight mile nd ump visa thanks
0,united waiting plane long missed connecting flight left early last flight tonight help http co hbsj sf h
0,united ord gate c flt remember customer valuable hard nice someone lugging guitar amp carryons
0,united worst service ever denied access flight moved flight time hard schedule gate delta next time
0,united denver bag san jose see something wrong
0,united know bad praying connecting flight delayed hour delay first flight justgetmehome
0,united playing hide seek gate find minute
0,united flight ord delayed air force one last flight sbn min landed
1,united flight really cheap catch
1,united lgjw b voluntarily rerouted st leg journey economy supposed b re agent said reserve
0,united hr late flightr still figure random text update embarrassing ua http co vftuyjh x
0,united stop picking u cle http co vtqe l
0,united booked flight sept get best price april usa checked cheaper con unhappy customer ripoff
0,united big properly manage flight time thing time least prepared gate land
0,united rather truth flight forced sit day trying get home http co u fafqhsf
2,united leaving soon thanks
0,united another delayed day delayed outbound delayed inbound waiting ewr gate ready ready
0,united cancelled flighted mileage plus award reservation g c day yet see mile back despite agent confirmation
1,united partner booked individual reservation flight pr silver share premier privilege somehow
0,united gate change minute flight roanoke flight sou fall hare painful
0,united nut said flight ground still albany plane someone compensating
0,united doumented via link however four month response suggest shall expect one
0,united zero concept customer service oh connection delayed
0,united curious board flight without pilot seems crucial flight process
1,united sent dm
0,united changed crazy youragentshavenoclue http co n ohokl
0,united never get flight time hour delay earlier another hour delay connecting flight make straight delay
0,united b c delay oversold passenger mess going compensate
0,united blamed weather lol wind cloud sky delayed way x ru kidding charge lb w delay
0,united worse oh delayed reason way lon flight cancelled flighted reason le day returning
0,united flight gate change top really hoping compensate point mileage account
0,united contact others flight get website work none info valid http co zpjr kwbk
0,united hour stuck still plane total failure partner ensuring best customer experience
1,united line iah iah airlinegeeks avgeek http co djhxvjt
0,united silence telling
0,united thanks hr delay ground crew landed least break http co gcwvfuopl
1,united bought round trip chicago two day ago today flight half way get discount
0,united illiterate magic code make customer service site work http co gcks bh
0,united worst airline ever staff nasty wifi bag delayed due weather belt broken selling ual stock
1,united star bar iah airlineguys airlinegeeks avgeek http co mwsoguc p
0,united confused dulles airport agent directed u go website delay nothing work http co cyprhe gok
2,united wonderful time flight ogg msn lost rx eyeglass thick admiral club chicago morning found
0,united minute wait still gate broken jetway might miss connection
0,united robcnyc see information boarding process http co gbiw ugfnm kp get group amp reason
1,united bogota wallet fun
0,united lost wallet flight yesterday houston bogota filled online form response yet
0,united one hour departure time still update
0,united following see one experiencing noticing substantial downgrade service post merger
0,united minute waiting gate broken jetway different gate maybe
0,united never got flight austin houston time connection ever ever
2,united got right safety demonstration corporate funny reserved corny http co lwotkiekgu
0,united sitting tarmac half hour landing jetway broken daysofunitedfailures thingafteranother
0,united look twitter history usual service non existent
2,united thanks reply contact customer care get clarification issue
1,united give couple week thank
0,united make sure make cancelled flighted flight baggage upgrade fee seem like labyrinth might able swindle
0,united considered time arriving destination half hour late flightr scheduled http co ymftw uyhr
0,united thanks trying take money without notice industry cancelled flight service refund issued cont
0,united direct phone number status match desk really regret flight booking problem united
0,united yet disappoint sitting iad ua hr seem know plane left albany fail
0,united still sitting waiting plane hour wasted
2,united thanks help wish phone rep could accomidating
0,united line getting longer moving slower lady working counter great need help customerservicefail
0,united update flight would great
0,united wasting time baggage claim thanks dfw ground crew checked bag without actually checking space frustrated
0,united problem flight ny today
0,united flight heavy fly back palm spring air min
0,united boarding process suck learn southwestair
0,united ouch delay due mechanical issue qro wait yall seem falling apart alwaysdelayed unitedfail
0,united finger crossed capable getting baggage point gt b united airline
0,united happened afternoon huge amt incoming plane sfo delayed hour frustrating
0,united way impatience part untruthful proper system place
0,united maybe person working customer service desk houston airport line row deep person working
2,united stick united flight thanks though effort much appreciated
0,united survey long fly lot segment fill every trip take minute
0,united think hiring baggage attendant ewr waiting bag hr united overcharged amp underserved
2,united fair enough usually rant good know someone listening
0,united telling cancelled flighting flight
0,united would hard worse last time sure give shot
2,united thank delta transfer bag go
2,united sonyasloanmd happy board please share detail http co trgemtebz kp done
0,united service staff le friendly
1,united happens every time newark
0,united transfer bag
0,united comedian promise make fun stage tonight
0,united tried got whole character even done
2,united able get moon flight got hotel puerto rico thank
0,united u reboard without captain sitting another min http co eerekdf fq
0,united flight houston delayed duecto engine trouble willl hold connection argentina houston since late flight
2,united annricord great appreciate
2,united well taken care thanks already sent survey request amp share positive experience despite delay
2,united thanks everything ok
2,united dm sent thanks much strong customer service
0,united delayed flight slc hour give snowforce
2,united excited put earlier flight get home woo hoo travel
0,united airline joke person working special service ewr line ppl deep grow
0,united concerned close club paid alot last flight p construction going inconvenient
2,united perfect thank
0,united care le person although walked away complaining man p lax club
0,united smiling
0,united worst airline world delay gate agent loses mind lb charge top already paid
1,united make delay
0,united bwood prefer everyone hear complaint amount airline
0,united bother surveying
1,united standby connecting flight st list nudgenudge told four slot open save please
0,united worst airline ever leg travel officially done time vocab taking premier status
1,united connecting flight
1,united got interrogated united club chicago unitedairlines rude poorform
0,united want contact someone question amp put hold minute order hung sent pet line
1,united access frankfurt arrival lounge flying global first class
0,united keep delaying flight horrible customer service
2,united best pilot ever thank guy great trip thatisall
0,united really think downgrading booze food selection club good way go look aircanada
0,united guy atrocious far better service silver delta platinum switching back delta
2,united thank
2,united thanks making sure hear message
1,united ntrustopen go golfunited
1,united got email cust care issue offering voucher claim emailed back got reply dm
0,united denied called got hung speaks manager second call
0,united club den east west disgusting http co xijyrpslzk
0,united installed working kicked hour let back four wasted hour
1,united would like know possiable checkin online must done schiphol
1,united go fr silver elite two straight year group time get group maybe
0,united tried entering email nd device made email typo way fix amp option log
1,united delivery service use like call
0,united hr told guess apparently bag hr call
2,united home next hr gfc http co mkpognntyc
2,united thank
2,united perfectomobile admit app good lot useful func live seat map congrats
0,united still waiting bag web still tell location come ups fedex tell u given minute
0,united seriously waiting hour plane flight leave pm leave plane great great
2,united kind cool run bos man sfo http co bm k x j
2,united got call bag delivered tonight thanks reply
2,united global first class lounge ord menu yummy http co egkvfokogj
2,united pleasantly surprised quality service flight flew lga cle den friendly crew love concept byod worksnicely
0,united like hearing replied tweet email yet http co caf cx gfi
0,united rude grouchy agent dulles check got hour trip lousy start need nap something
0,united k use special people group one board global k together http co qd lyuxazg
0,united thats didnt read entire tweet wife pm flight delayed thats hour flight delay week
0,united sure http co hsmpbsf uf
0,united help customer meet subsequently lost
2,united thank address
0,united problem laptop phone
0,united question given food voucher use plane come
1,united cool need go work today get home make sure house ok wind chill
1,united please reroute oregon woman tennis santa barbara supposedly another connection la
0,united wifi ewr lounge reminds old day dial
0,united need pay car could flight help desk say already left shame
0,united long character
0,united bos sf waiver business cancelled flighted due weather flexibility compassion extreme circumstance
0,united tried already amp tried forgetting wifi network connection still force log incorrect email suggestion
0,united see tweeting little min ago ignoring c request cantlogoutofunitedwifi
0,united mean
0,united hr yet
0,united anyone awake paying wifi iphone need using laptop logout option wifi flight time wasting
0,united great job answering public message direct private message much
0,united work customer support extremely saddened united waive change fee flight cancelled flight due east coast storm
0,united refund coming along
0,united another f cking delay past hour
1,united online inchecking able netherlands am
0,united sfo hnl zero entertainment system youareonyourown
0,united log wifi flight see option made typo logging help
1,united special promotion flight departing newark nj st john antigua
0,united flight ua sfo burbank delayed twice still plane sight get together
0,united saying truth even email
0,united mr way thought id detail extravaganza dobetter please http co v pvphmtzc
1,united hi premium ec upgrade paid amp mileage bf upgrade done prem eco upgrade fare refunded
1,united deaffriendly getting read review http co brt athau http co wznp q h
0,united followed baggage rule website still charge going one way
0,united sent dm hour ago
0,united need track lost luggage shipped need ph human automated
1,united dm conf receive
0,united weighed checked bag
1,united still waiting response whether allow use rear facing car seat erj
0,united nonrefundable hence wrote make sense credit nothanks
0,united website day yesterday tried x put info amp didnt go thru today flight bought went
0,united realize wife waiting delayed flight moment sure understand tweet
0,united minor freaking bc might make connecting flight hawaii yes frustrated
2,united sorry ended u air flight thank though getting back
0,united denied sure charge one way way hime
1,united estellevw need complain twitter refund auto applied
0,united even change could made online instructed call agent maybe syastem allow agent link passenger
0,united case id
1,united pricey chase mileage plus cc
0,united airbus seat awful recline
0,united dm follow plus option fly epicfail
2,united great way start vacation time departure looking forward global first class suite
1,united embossed badge patch superior one currently using http co fq xelbon
0,united sitting plane hour scheduled takeoff without cloud sky keepusguessing isthisyourfirsttry
2,united thank responding promptly look forward km drive office file claim
2,united would great
1,united death family cannot make flight tomorrow phone rep quoted per person fee almost cost ticket help
0,united airplane otherwise would call police flight take h
0,united perfectomobile huh sent crash report feb alone one day app consistently crash
0,united abused threatened forced travel lower cabine last seat yesterday flight houston sao paulo
2,united welcome
0,united contacted yesterday told nothing suggested email compensation cust service
1,united ua k think iamtedking looking help
1,united re fsqthg thanks
0,united unfortunately help automated computer
2,united flt ewr sfo excellent service friendly flight attendant made flight good start day
2,united yes therealaviation instagram
1,united perfectomobile really use word crashing sayin
0,united airline delayed flight way chicago leaving chicago next time delta
0,united inquire nothing pretend interested responded dm response back
1,united need assistance change flight get ailing parent flight leaving tuesday need change asap sooner custserv
0,united must stop relationship become greedy heartless long term relationship
0,united customer service lacking owe gopro camera also appreciate interrupted every time speak thanks
1,united need follow order dm
0,united get refund would like book better airline
0,united call discus told united phone contact passenger absurd
0,united messaged requested called baggage team still newark please help let know next step
1,united airline changing mileageplus program march http co oje ptw
1,united one club lax terminal across gate
1,united perfectomobile definately award employer year united
0,united guess busiest route based traffic fuel cost regional jet decision still great traveler
0,united flight delayed minute ord plane food fixed future dumb delay
1,united need change flight tuesday sooner attend ailing parent fl need help custserv
0,united need chat actual human asap
1,united already emailed know expedient contact please advise thanks
0,united got email saying change mileageplus account confirmed make change help
1,united yes landed
2,united joni great job flight lax thanks great flight
2,united far good stepped denver next stop portland
0,united disappointed service missing connection hour delay cramped seat least app good
0,united joke hang customer
0,united charged one way baggage find others leaving pittsburgh equipment charged hung
2,united orthodoc call flight glad service
0,united publicly asked detail flt sent dm like asked yet day hear unitedfail
2,united flight attendant regains karma giving big sweaty dad cold water guy running amp carrying daughter last one onboard
0,united really hoping get help th attempt get resolution lost count transfer help please mileageplus
1,united iamtedking http co uczzp yphk click lounge tab need flying supported airline
0,united sent dm file reference number want know someone located bag even yet
2,united want shout thank pilot staff feb flight newark boston pm super helpful
0,united help ua take without missing galley cart one find pax seated last hour
1,united grandma ella th would love birthday greeting flight crew stewardess eastern airline
1,united hiring flight dispatcher chicago il network operation centerl http co lio ocpteq
0,united make sense k year making harder keep loyal
1,united updated power outlet seat back tv yet flying ord tokyo narita th
0,united need get cousin pdx day travel hire sitter til arrives thx
2,united keep flight cheap early time good flew americanair cancelled flightled flight time last month united gt
0,united premier desk able rebook friend americanair problem pay checked bag
0,united thought nothing happened
0,united booked return flight
0,united flt ord correct per dm flight ord cvg charged incorrectly
0,united need change way customer service handled waiting supervisor contact day give
0,united need talk actual person missing luggage please advise make happen
0,united know see estimated time dep understand better estimate hr ago
1,united news
0,united trick making u look popular twitter worst airline wellplayed jokesonus
0,united request refund charge twice first place
0,united calling soon going tomorrow like show app good option
0,united filled form twice email lost item code verify received
2,united message sent thank
0,united told refund really makeup inconvenience caused missed meeting
1,united year van gogh fan visit europe http co e eofthgaj
1,united americanair year van gogh fan visit europe http co e eofthgaj
0,united please explain need pay bag fee twice equally delayed flight resulted bag rechecked overnight
0,united watched entire uncvsduke game tarmac cancelled flighting flight crew timed right hr flight
0,united reflight booking problem would made reach time meeting also wanna take chance booked etihad instead
1,united eat airport areyounew incompetent number feeltheheat
0,united vacation day relevant ritz pr night losing day idiot sleeping newark ramada priceless
0,united time spent night trying sleep toddler bed airport ramada without luggage kidnapped furious
0,united calling check future flight first agent hung sent pet travel line hell
0,united fyi site app still show plenty unavailable flight error almost hr sellout flying americanair
0,united sure saying long tweeting obsolete fleet promise free
2,united followed messaged thanks much help
1,united concerned
0,united please consider letting flyer overhead bin item board deplane first first class make sense
0,united never flying unitedairlines ever checked bag lb angrycustomer unitedairlinessuck
2,united thanks jt
1,united trying locate passenger landed hr ago heathrowairport ua assist flight still custom please help
2,united thank la something special
0,united flight turned around mechanical reason never fly united check plane properly
0,united customary upgrade flight attendant uniform v passenger one b flt iah
0,united really addressed somewhere website find completely irritating amp unable take flight
0,united ua hr mechanical delay get voucher tweet book next trip ua
0,united spends minute beating lady bag fee random stranger come pay fee randomactsofcorporategreed
1,united fee
0,united hi still waiting refund ridiculous u approve ticket u give refund please advise wht going
1,united hi booked flight yesterday received email w confirmation number today got error active flight segment
1,united update dot looking united fare london u last week
0,united thanks mr got rebooked already lost first class seat life
0,united booked flight yesterday appeared account confirm email since hour disappeared err segment
0,united boarding agent phone taking care k traveller link reservation
0,united ewr ppl told call x day since monday still layover loc ref tho help appreciated
0,united ruth helpful routing u punta cana dulles connection failed rep helpful
2,united thank
0,united booked time called told confirmed linked even make change rez
0,united board flight cancelled flight pilot miss meeting atlanta someone slept
1,united milage number sent mail via dm following follow sent dm
0,united response week since complaint submitted day since said would look
0,united thx come hell high water
0,united worried cold weather snow would delay u morning pilot stillwaiting
0,united rushed degree weather get airport time bad pilot stillwaiting
1,united refund
1,united aisle please
2,united thanks quick reply fill form idnumber hopetogetanswersoon
0,united handed slip paper amp said call called x day trying get sent still layover airport ref tho
2,united fine take
1,united live abroad flight booking problem flight come visit state
1,united
0,united recap bounced flight lied hung supposed think
2,united thank second flight already got bumped st love
0,united said would need get supervisor waiting supervisor hung
0,united called lady overseas call center said saw note explained situation
0,united could access seat map said would note upgrade itinerary call back late flightr
0,united spoke someone feedback line last night said would get preferred choice seat today
2,united good call tomorrow thanks
1,united next day
1,united filled form received sort email confirmation received normal
0,united loses luggage hotelstonight loses reservation hour travel day want get startingbloc
0,united oh flight fine lost luggage much look like least half day late flight conference santa monica
0,united h flight without working screen friend possible move another place unitedfails worsttripofmylife
1,united unitedflyerhd united airline n dreamliner leaf london heathrow b fan http co ai yzwt za
0,united gj flight wifi even though promised ground crew anotherdisappointment
0,united gj agree hour late flight arrival unacceptable hope pray bag
0,united unhappy united service read ralph nader open letter ual ceo leave comment rt http co apiau
1,united ok dm info
0,united best seat paying customer get board first badcustomerservice
0,united happens time united pilot always exit row america treat customer better employee
0,united yes got gate specifically asked seat discouraging walk past crew
1,united koa lax fresh food service right
2,united omg thank u
0,united unavailable leg registered hour sold option offer min ticket travelocity
0,united error message said process request last step seat selection leg agent unaware
0,united soon going wait time gate empty msp airport flight min still counting
0,united horrible wait time get gate show total miss management value customer time respect thier sentiment
0,united disappointed service starting gate operator bos rude stopping carry bag
0,united service suck mexico houston finally realized snack st work cheap
1,united thank
1,united okay thank
1,united snack available fresh food sure happened sure grab bite sfo connection
0,united guy flight follows threat sue carry bag defend free
1,united done requested
0,united pls post video belligerent jerk ranting sfo going sue making check rd bag hoot
0,united gj believe hand worst service ever experienced make comcast look amazing unitedairlines
2,united please give special thanks aaron tampa office helping literally two hour amazing mission accomplished
0,united tell purchase website put u lufthansa flight first leg
1,united turkish airline rebooked u united flight second leg fra gt iad way check upgrade available
1,united hey left favorite blanket plane bring back home
0,united gj funny attendant recommended tweeting letting know subpar customer service runaround
1,united followed amp dm
1,united want hotel room whiskey
1,united flight gotta make connector
1,united ok noted detail dm ed shortly
0,united staralliance b gate far though
0,united ua ric ua ord amp ua den delayed non weather issue way go youre batting hotel
0,united would made already booked another flight cancelled flighted original reservation
0,united staralliance book reward travel august everything blacked
2,united win
0,united trying change flight booked hour ago online system charging fee per passenger could please help
0,united submitted complaint need compensated long take
1,united info delay sfo tomorrow due low cloud
0,united horrific flight experience guy made never want fly airplane every
2,united flight rsw tonight amp twin year old pilot row stayed help get boy amp bag lifesaver
0,united flying united sorry captain still minute pre flight preparation make sat air
1,united thanks
2,united yes thx landed
0,united get clue k mm miler response give
0,united trying get email talking business people expect airline wifi
0,united tried already cancun one delivered
0,united illegal breach contract touch customer feedback
0,united way treat customer lot issue worth headache went thru
0,united yes ewr corrected fact beought u share room unexpactable
1,united want make day friend premier amp soon chance upgrade two hr leg flight ecom plus
0,united please review fix baggage procedure dulles happens every week sister travel airline
0,united nothing else gj customer service
1,united course lax
1,united ok thanks counter located late flight open
0,united oh rebooked hour original arrival time talk compensation
0,united coworker conflict hotel issue trying share posted facebook page erased
0,united lost parent luggage cancun said would delivered hotel pm almost pm
0,united watched connecting flight den pull away gate pull gate slapintheface
0,united christinebpc version row window go ahead check wait
0,united pretty sure got shin split sprinting iah watch plane pull away jet way
0,united well income flight dca take u ewr delayed made u miss connection fll yes hotel necessary
0,united please stop cancelled flightling flight trying get home take two exam tomorrow cancelled flightled flight
0,united amp hung twice staff upset right
1,united dca ewr flight
0,united hour flight fll ewr waiting hour plus bag sign yet give
0,united better airline continental service fee flight booking problem fee talk human fee fu
1,united chance could look problem earlier
0,united despicable spoke many diff people amp everyone telling something different claim need bag
0,united come crew traveling flight get better seat get stuck checking bag crew bag got flight
0,united funny thing happened arrived flight denver gate currently scheduled depart sydney lol
2,united forgot intl flight lax go intl terminal easiest check ever woo
1,united please tell united fly sydney australia pref asia pac u voucher redeem
0,united claim weather hardworking crew pulling seat plane right thing know
0,united missin point weather lying seat broken u claim weather get hotel classy
0,united trying break world record delayed flight year
1,united flight appear applied mileageplus account help
1,united vusa australia aussie cowgirl lookin cowboy take fort worth estelle say find
2,united okay thank help
0,united captain said pm flight san francisco delayed due weather ua departs failagain
2,united thanks
0,united bet southwestair turn thirty minute delay original flight hour delayed arrive time
2,united best way unite one true love shopping usa fashion capital newyork unitedvusa http co rbn stuij
1,united find way distinguish boarding premier member credit card holder group big
0,united final destination booked united quantas united yet contacted auckland unaware case id number
1,united air dmd
0,united worst flying experience ever past three day airline need get together lost customer
0,united yes
0,united customerservice fail long time flyer switching airline frustrated
2,united okay thanks help jt appreciate time
0,united screwed professor maybe tell everyone skiplagged aviation airport airline innovation startup tech
0,united staralliance right thing reinstate ticket voided unitedfail
0,united negative done wasting time amateur customer service thanks least offering
2,united staralliance week ago awesome bright vibrant habitrails
2,united worry everyone boarded cushion brought took made
1,united sprinted c concourse e made coughed lung process clt tnx
1,united hey think someone could meet book arrive loganairports yes please amypoehler oscar took
1,united hopefully give feedback bafore flight
2,united good flight thank
0,united dm hold customer service long time min getting run around thanks
0,united asking simplify communication thx
2,united yes lhrt lounge fantastic u one could remotely similar
0,united omg bag yyzua enough shenanigan already getting real old real quick
1,united see hour thanks
1,united invite fallow helacohlc learn activity prevention program health condom rito family r c thanks
1,united staralliance nice lhr congrats sticking aa ba americanair british airway
0,united long take mile purchased expired show recieved email request
0,united please stall flight ord get sna tonight
2,united thanks
0,united get gate ua turrible
0,united worst airline lost luggage delayed flight unaccomidating
1,united flight
1,united flight n arrives flytpa following flight iah http co rvcda nnme
2,united officially favorite airline created magic day friendlyskies careyon
2,united wonderful flight attendant named leah u lga den den anchorage
2,united protected flight gate agent kerry la also excellent job getting destination today thanks
1,united yes dm
2,united staff deck cabin ua sfo gt bos exceptional today please tell well done
0,united mean real live person somewhere go speak newark post security
1,united hi bought flight united ebokeers paris miami chance check everything ok
1,united worry think control email keeping informed
0,united talked standby tomorrow look good may stay till friday amp guaranteed
1,united jt ord phl flight pm cdt delayed dm kinda hoping stranded ord either
1,united happened flight status map cool
0,united plz advertise wifi gonna work thanks worstflightever
1,united hi guy submitted request ticket hotel reimbursement delayed night stay coming back dominican help
0,united apologize president employee blamed heard repeated time
1,united yes want complain coworker neither customer service point airside
0,united change fee exact flight atl hou charge math add
0,united hello overseas amp bag lost call customer service help
2,united landing anchorage way fairbanks http co fjkvqmbmas
0,united knew flew virginamerica lol
0,united ua ewr mco feb wifi never connected allowed purchase access twice amp charged need file claim
2,united thnx
2,united admit rather good year still got hooked peace
2,united kinda funny worry
0,united feedback concern via site going improve poor airport experience
0,united dropped bag newark desk guy rudest customer facing person met even two child shocked
2,united great looking forward response dm
2,united thank getting daughter home americanair cancelled flightled flight nashville
2,united thanks upgrade st class may min flight appreciated
0,united make total sense except flight full got empty seat around amp overhead half open boarded
1,united itsaaronchriz sorry hear flight need help reflight booking problem
0,united trying get san juan chicago hare lot problem may get standby flight
1,united alright thank page say route aircraft specifically
0,united well sorta r trying get aquadilla pr flight go day booked ua cancelled flighted flight nj
0,united cost change city origin flight http co fmzzoltv cost customerservicefail
1,united sent long note suggestion thanks getting back
1,united least u ua ord waiting deplane catch ua clt chance waiting last second u
2,united parryaftab done thnx
0,united still frustrated gave seat amp promised travel certificate withheld w explanation http co kvfwajvvid
0,united gotta love giving st class upgrade b c flight delayed get another flight also delayed ensure make connection
1,united pty pit via iah
0,united sure happened msp yesterday unhappy bag delayed sat msp hr b delivery
1,united possible redeem mile one part round trip itinerary without book two separate reservation
0,united flying americanair way back rarely fly let see better
1,united sent
0,united almost like punished living near large metro area ewr top ranked domestic delay good
0,united thanks weather understandable every single domestic flight delayed inbound int l flight crazy
2,united houston bogota boarding safety first seems mechanic fixed problem faster good energy fly home family
0,united tag number luggage taken weigh scale appears sent conveyor belt without tag
2,united reported still istanbul moment apparently plane haha hat pilot
1,united understandable try flight booking problem several time passenger amp got message mentioned agent price
2,united hey awesome thanks reply filling form americanair
0,united flying tomorrow mexico u mileage tkts dont show k status help
0,united correct date
0,united phone rep none could see rebooked missed flight told go standby nonexistent late flightr flight hurt
0,united report filed airport police th th february police case number required
0,united dm following lly rebooked ua still need seat
0,united supervisor situation stacey took detail claim number given u
0,united hour since boarding began still sitting gate ua
0,united tks reply psp employee blamed late flight departure potus main reason dvr flt late flight amp insufficient ground crew handle
0,united took one window also fun get motion sick http co rv blxs
2,united pilot fa ground personnel great job weather blame talk
0,united find text funny considering still sitting seat need changed http co loluwfci
0,united houston bogota engine problem mechanic trying fix problem safety first better change plane
0,united thanks make sense annoying determined better
1,united patiently drinking tweeting experience
0,united blame giving time get drunk tell feel overpriced sub par airline
0,united idea u want u frustrated cancelled flight flight crew overflowed toilet get plumber
0,united patient luxurious middle seat next delayed flight
0,united patient agent explains booked new flight plane arrive
0,united please help trace luggage put without name tag february albuquerque airport
0,united patient let string tweet go showing people bad business
0,united think guy half full flight held overbooked pm flight fill one cancelled flightled mine
1,united flight promo tv includes brian williams tough edit quickly complaint observation
0,united thanks fill form one read responds
0,united patient refused switch flight bc checked bag cancelled flightled one
0,united sent dm last week suit regarding error response given please answer dm tell send suit
2,united try standby denver tonight cancelled flight father son trip till next year thx trying
0,united wrote got nothing u simple thing ypu provide compensation delay
1,united many currently operate aircraft operate
0,united qlyss want customer frustrated thank patience jt lovely sentiment one
0,united different departure arrival update ua hr please
0,united nope really window f one one none sad
0,united vegan meal creative noodle pea zukes non vegan yogurt acceptable vegan better
2,united well thanks charging switching two cancelled flightled flight anyway pretty nice stillmakingmepoorthough
2,united well john hughes birthday stick w plane amp hold train amp automobile gate worker well
0,united son left tablet plane country call easily email contact
0,show new program beneficial longstanding loyal consumer united
0,united hear blah blah blah shoulda used buy burningman ticket instead amp ill driving flying
0,united yes supposed pm board meeting tomorrow finger crossed
0,united thanks letting switch flight bc checked bag cancelled flighting flight forcing take another hr late flightr
2,united thank love united flight today
2,united thanks checking
0,united informed reimburse issue due weather flight keep getting cancelled flightled thor hate
0,united midland get bag connect intl flight sydney get em la amp check em
0,united may last time fly airline
0,united company motto care heard several time employee client past week idonotcare
0,united tell staff lax boarded group end queue gold member thanks nothing
0,united missing crew passenger doc problem frozen toilet plane give money back ua
2,united fantastic job people today ua dublin jam packed plane crew wonderful
0,united min departure one waiting pressed ground staffer threatened want get sf today fail
0,united flying lax sfo system let check site tell aircanada tell
0,united btw virgin jetblue managed time departure time destination amp take away year old kid bag
2,united go ahead live premium cabin heaven en route lhr
0,united feeling poor church mouse level dollar enough make grown man cry grown man tear happened
0,united sure plane hour late flight ontime departure ship sailed away long time back
0,united ua mli gt den miss connection ua den gt yeg due delay
0,united come airline flight last year make check carry even gate check baggage claim
0,united change airport actually get flight flight fay cancelled flightled twice taxi ride rdu reimburse
1,united operated united heathrow newark flight
0,united yes course treat customer recourse
0,united stunned bag hartford ord ground crew hour move bag yard
0,united someone assist dm waiting hour phone hour twitter
0,united flight overbooked offered voucher wait amp take another flight gate agent switched retracted voucher offer
2,united thank
2,united thanks helpful understand reduced price seat sold check priority certificate
0,united million miler delayed plenty never amateurish way silverairwsys embarrassed affiliated
0,united airline claim low fare guarantee honor lower fare found
0,united another delayed united flight surprised upset mostly disappointed cancelled flight trip dad
0,united still dm lh
2,united thank margo houston bush intercontinental getting home earlier
0,united booked flight w westjet saw price time searched least bit frustrating customerservice
0,united thanks want see started flight search fare amp rule itinerary changed
0,united cat flight delayed hour arriving hawaii amp able pick tomorrow
0,united mind getting next flight
0,united lost bag least nobody done anything help absurd
0,united reduction e k longer confirm e forget upgrade want legroom unitedfail
0,united offered voucher switch flight voucher offer exist amp gate agent switched delayed flight
1,united southwest u mechanical problem least gave u round trip voucher step plate flight
0,united usually like flying guy fee use credit seems ridiculous notcool exhorbitantfees
0,united thanks much missing bag nonexistent staff apparent remote outpost busy airport city
0,united friend lost luggage flight
2,united sweet follow back get dm
1,united reservation changed longer make connecting flight change without incurring fee
2,united good next flight little delayed worked
1,united flight
0,united boarded ua refused carrying overhead bag space plane load space fail customerexperience
0,united get act right lost customer staff let u take approved carry half empty flight
1,united shulemstern gg raise dispute cc provider hopefully clear
0,united held almost minute promised free movie work neither wifi paid boo
0,united nice partner delay keep increasing every min ftlauderdalesun orlandosentinel http co ateafnc r
0,united ua admit clue flight leave denver unfriendlyskies
0,united worst experience ever flying
0,united ua inbound flight dep time get closer push back min hr
0,united flight mke ord getting delayed gate attendant communicating
0,united plane sound like dj scratching normal eventually new entertainment fee
1,united chase say referral bonus thanks
0,united trust united future flight booking problem confirmed ticketed purchased ticket cancelled flightled fact
0,united rebooked one late flight
0,united nd late flight flight today
0,united u miss first leg ur flight pay hundred keep second leg much keep earned mile
