airline_sentiment,text,aspects
0,united thanks kp going w tonight bad update online phone u give customer good info waste time,"['staff', 'Punctuality', 'Service']"
2,united got lost kindle mail thanks,"['staff', 'comfort', 'Price']"
1,united z code airfare refundable,"['staff', 'Service', 'Punctuality']"
1,united notice start boarding assumed e time boarding started gas cleared standby full flt,"['Price', 'comfort', 'Safety']"
0,united knew flight delayed mht alb ewr get crew arrival late flightr departure update site,"['comfort', 'Punctuality', 'staff']"
0,united wtf update time timely manner known fight delayed ur service awful cnn,"['Service', 'Price', 'Punctuality']"
1,united want book multi city fare mile flight option pay st flight mile nd ump visa thanks,"['staff', 'Service', 'Safety']"
0,united waiting plane long missed connecting flight left early last flight tonight help http co hbsj sf h,"['staff', 'Price', 'Punctuality']"
0,united ord gate c flt remember customer valuable hard nice someone lugging guitar amp carryons,"['staff', 'Service', 'comfort']"
0,united worst service ever denied access flight moved flight time hard schedule gate delta next time,"['Service', 'staff', 'Cleanliness']"
0,united denver bag san jose see something wrong,"['Price', 'Service', 'staff']"
0,united know bad praying connecting flight delayed hour delay first flight justgetmehome,"['staff', 'Price', 'Cleanliness']"
0,united playing hide seek gate find minute,"['staff', 'comfort', 'Entertainment']"
0,united flight ord delayed air force one last flight sbn min landed,"['staff', 'Punctuality', 'Price']"
1,united flight really cheap catch,"['Price', 'staff', 'Service']"
1,united lgjw b voluntarily rerouted st leg journey economy supposed b re agent said reserve,"['Punctuality', 'Service', 'Cleanliness']"
0,united hr late flightr still figure random text update embarrassing ua http co vftuyjh x,"['Punctuality', 'staff', 'Cleanliness']"
0,united stop picking u cle http co vtqe l,"['staff', 'Price', 'Punctuality']"
0,united booked flight sept get best price april usa checked cheaper con unhappy customer ripoff,"['Price', 'Service', 'Punctuality']"
0,united big properly manage flight time thing time least prepared gate land,"['Punctuality', 'staff', 'Cleanliness']"
0,united rather truth flight forced sit day trying get home http co u fafqhsf,"['staff', 'Punctuality', 'Price']"
2,united leaving soon thanks,"['staff', 'comfort', 'Punctuality']"
0,united another delayed day delayed outbound delayed inbound waiting ewr gate ready ready,"['Price', 'Punctuality', 'comfort']"
0,united cancelled flighted mileage plus award reservation g c day yet see mile back despite agent confirmation,"['Punctuality', 'Price', 'Cleanliness']"
1,united partner booked individual reservation flight pr silver share premier privilege somehow,"['Cleanliness', 'comfort', 'Punctuality']"
0,united gate change minute flight roanoke flight sou fall hare painful,"['staff', 'Seat', 'Punctuality']"
0,united nut said flight ground still albany plane someone compensating,"['staff', 'Punctuality', 'Price']"
0,united doumented via link however four month response suggest shall expect one,"['comfort', 'Punctuality', 'Price']"
0,united zero concept customer service oh connection delayed,"['staff', 'Service', 'Cleanliness']"
0,united curious board flight without pilot seems crucial flight process,"['staff', 'Punctuality', 'Safety']"
1,united sent dm,"['Service', 'Punctuality', 'staff']"
0,united changed crazy youragentshavenoclue http co n ohokl,"['staff', 'comfort', 'Price']"
0,united never get flight time hour delay earlier another hour delay connecting flight make straight delay,"['Price', 'Punctuality', 'staff']"
0,united b c delay oversold passenger mess going compensate,"['staff', 'Punctuality', 'Price']"
0,united blamed weather lol wind cloud sky delayed way x ru kidding charge lb w delay,"['Seat', 'Punctuality', 'Price']"
0,united worse oh delayed reason way lon flight cancelled flighted reason le day returning,"['Price', 'Punctuality', 'Service']"
0,united flight gate change top really hoping compensate point mileage account,"['Price', 'staff', 'Punctuality']"
0,united contact others flight get website work none info valid http co zpjr kwbk,"['staff', 'Punctuality', 'comfort']"
0,united hour stuck still plane total failure partner ensuring best customer experience,"['Price', 'Cleanliness', 'Safety']"
1,united line iah iah airlinegeeks avgeek http co djhxvjt,"['staff', 'Safety', 'Cleanliness']"
0,united silence telling,"['Punctuality', 'staff', 'comfort']"
0,united thanks hr delay ground crew landed least break http co gcwvfuopl,"['staff', 'Punctuality', 'Price']"
1,united bought round trip chicago two day ago today flight half way get discount,"['staff', 'Service', 'Punctuality']"
0,united illiterate magic code make customer service site work http co gcks bh,"['Service', 'staff', 'Punctuality']"
0,united worst airline ever staff nasty wifi bag delayed due weather belt broken selling ual stock,"['staff', 'Cleanliness', 'Price']"
1,united star bar iah airlineguys airlinegeeks avgeek http co mwsoguc p,"['staff', 'Punctuality', 'comfort']"
0,united confused dulles airport agent directed u go website delay nothing work http co cyprhe gok,"['Punctuality', 'Price', 'Service']"
2,united wonderful time flight ogg msn lost rx eyeglass thick admiral club chicago morning found,"['staff', 'Price', 'Service']"
0,united minute wait still gate broken jetway might miss connection,"['staff', 'Punctuality', 'Price']"
0,united robcnyc see information boarding process http co gbiw ugfnm kp get group amp reason,"['staff', 'Cleanliness', 'comfort']"
1,united bogota wallet fun,"['staff', 'Entertainment', 'Food']"
0,united lost wallet flight yesterday houston bogota filled online form response yet,"['comfort', 'Price', 'Cleanliness']"
0,united one hour departure time still update,"['Price', 'comfort', 'staff']"
0,united following see one experiencing noticing substantial downgrade service post merger,"['Service', 'Punctuality', 'Cleanliness']"
0,united minute waiting gate broken jetway different gate maybe,"['staff', 'Service', 'Punctuality']"
0,united never got flight austin houston time connection ever ever,"['staff', 'Punctuality', 'Price']"
2,united got right safety demonstration corporate funny reserved corny http co lwotkiekgu,"['staff', 'Safety', 'comfort']"
0,united sitting tarmac half hour landing jetway broken daysofunitedfailures thingafteranother,"['staff', 'Seat', 'Price']"
0,united look twitter history usual service non existent,"['staff', 'Price', 'comfort']"
2,united thanks reply contact customer care get clarification issue,"['comfort', 'Service', 'Punctuality']"
1,united give couple week thank,"['staff', 'Service', 'comfort']"
0,united make sure make cancelled flighted flight baggage upgrade fee seem like labyrinth might able swindle,"['Price', 'Cleanliness', 'Punctuality']"
0,united considered time arriving destination half hour late flightr scheduled http co ymftw uyhr,"['staff', 'Cleanliness', 'Safety']"
0,united thanks trying take money without notice industry cancelled flight service refund issued cont,"['Service', 'staff', 'Punctuality']"
0,united direct phone number status match desk really regret flight booking problem united,"['Punctuality', 'Price', 'staff']"
0,united yet disappoint sitting iad ua hr seem know plane left albany fail,"['Seat', 'staff', 'Price']"
0,united still sitting waiting plane hour wasted,"['staff', 'Price', 'Punctuality']"
2,united thanks help wish phone rep could accomidating,"['staff', 'comfort', 'Service']"
0,united line getting longer moving slower lady working counter great need help customerservicefail,"['Punctuality', 'staff', 'Price']"
0,united update flight would great,"['staff', 'Service', 'comfort']"
0,united wasting time baggage claim thanks dfw ground crew checked bag without actually checking space frustrated,"['staff', 'Price', 'Punctuality']"
0,united problem flight ny today,"['Cleanliness', 'Price', 'staff']"
0,united flight heavy fly back palm spring air min,"['staff', 'Cleanliness', 'comfort']"
0,united boarding process suck learn southwestair,"['Price', 'staff', 'Service']"
0,united ouch delay due mechanical issue qro wait yall seem falling apart alwaysdelayed unitedfail,"['Price', 'Punctuality', 'Service']"
0,united finger crossed capable getting baggage point gt b united airline,"['staff', 'Baggage', 'Punctuality']"
0,united happened afternoon huge amt incoming plane sfo delayed hour frustrating,"['staff', 'Seat', 'Price']"
0,united way impatience part untruthful proper system place,"['staff', 'Cleanliness', 'Service']"
0,united maybe person working customer service desk houston airport line row deep person working,"['comfort', 'Price', 'Punctuality']"
2,united stick united flight thanks though effort much appreciated,"['staff', 'Safety', 'Baggage']"
0,united survey long fly lot segment fill every trip take minute,"['staff', 'Cleanliness', 'comfort']"
0,united think hiring baggage attendant ewr waiting bag hr united overcharged amp underserved,"['staff', 'Punctuality', 'Cleanliness']"
2,united fair enough usually rant good know someone listening,"['staff', 'Punctuality', 'Service']"
0,united telling cancelled flighting flight,"['staff', 'Price', 'Punctuality']"
0,united would hard worse last time sure give shot,"['staff', 'Price', 'Punctuality']"
2,united thank delta transfer bag go,"['staff', 'Service', 'comfort']"
2,united sonyasloanmd happy board please share detail http co trgemtebz kp done,"['staff', 'comfort', 'Service']"
0,united service staff le friendly,"['staff', 'Service', 'Punctuality']"
1,united happens every time newark,"['comfort', 'Safety', 'staff']"
0,united transfer bag,"['comfort', 'staff', 'Service']"
0,united comedian promise make fun stage tonight,"['staff', 'Entertainment', 'comfort']"
0,united tried got whole character even done,"['staff', 'comfort', 'Punctuality']"
2,united able get moon flight got hotel puerto rico thank,"['Service', 'staff', 'Boarding']"
0,united u reboard without captain sitting another min http co eerekdf fq,"['Cleanliness', 'Punctuality', 'comfort']"
0,united flight houston delayed duecto engine trouble willl hold connection argentina houston since late flight,"['Price', 'Punctuality', 'comfort']"
2,united annricord great appreciate,"['staff', 'Service', 'comfort']"
2,united well taken care thanks already sent survey request amp share positive experience despite delay,"['Service', 'staff', 'comfort']"
2,united thanks everything ok,"['Price', 'Punctuality', 'comfort']"
2,united dm sent thanks much strong customer service,"['Service', 'staff', 'Punctuality']"
0,united delayed flight slc hour give snowforce,"['Punctuality', 'Cleanliness', 'comfort']"
2,united excited put earlier flight get home woo hoo travel,"['staff', 'comfort', 'Price']"
0,united airline joke person working special service ewr line ppl deep grow,"['staff', 'Service', 'Punctuality']"
0,united concerned close club paid alot last flight p construction going inconvenient,"['Punctuality', 'comfort', 'Cleanliness']"
2,united perfect thank,"['staff', 'Service', 'comfort']"
0,united care le person although walked away complaining man p lax club,"['staff', 'Punctuality', 'Price']"
0,united smiling,"['staff', 'comfort', 'Cleanliness']"
0,united worst airline world delay gate agent loses mind lb charge top already paid,"['Service', 'Punctuality', 'Price']"
1,united make delay,"['staff', 'Price', 'comfort']"
0,united bwood prefer everyone hear complaint amount airline,"['Punctuality', 'Price', 'staff']"
0,united bother surveying,"['staff', 'Punctuality', 'comfort']"
1,united standby connecting flight st list nudgenudge told four slot open save please,"['staff', 'Cleanliness', 'Punctuality']"
0,united worst airline ever leg travel officially done time vocab taking premier status,"['staff', 'Price', 'Service']"
1,united connecting flight,"['staff', 'comfort', 'Cleanliness']"
1,united got interrogated united club chicago unitedairlines rude poorform,"['staff', 'Punctuality', 'Service']"
0,united want contact someone question amp put hold minute order hung sent pet line,"['Punctuality', 'staff', 'Safety']"
1,united access frankfurt arrival lounge flying global first class,"['staff', 'comfort', 'Safety']"
0,united keep delaying flight horrible customer service,"['staff', 'Cleanliness', 'Service']"
2,united best pilot ever thank guy great trip thatisall,"['staff', 'Service', 'Safety']"
0,united really think downgrading booze food selection club good way go look aircanada,"['Price', 'Punctuality', 'staff']"
0,united guy atrocious far better service silver delta platinum switching back delta,"['Service', 'Price', 'Cleanliness']"
2,united thank,"['staff', 'comfort', 'Service']"
2,united thanks making sure hear message,"['staff', 'Service', 'Punctuality']"
1,united ntrustopen go golfunited,"['staff', 'comfort', 'Cleanliness']"
1,united got email cust care issue offering voucher claim emailed back got reply dm,"['comfort', 'Punctuality', 'Service']"
0,united denied called got hung speaks manager second call,"['Punctuality', 'Service', 'comfort']"
0,united club den east west disgusting http co xijyrpslzk,"['staff', 'Cleanliness', 'Punctuality']"
0,united installed working kicked hour let back four wasted hour,"['Punctuality', 'Price', 'staff']"
1,united would like know possiable checkin online must done schiphol,"['comfort', 'staff', 'Service']"
1,united go fr silver elite two straight year group time get group maybe,"['comfort', 'Punctuality', 'staff']"
0,united tried entering email nd device made email typo way fix amp option log,"['Punctuality', 'comfort', 'Cleanliness']"
1,united delivery service use like call,"['comfort', 'staff', 'Service']"
0,united hr told guess apparently bag hr call,"['Punctuality', 'comfort', 'staff']"
2,united home next hr gfc http co mkpognntyc,"['staff', 'Cleanliness', 'Punctuality']"
2,united thank,"['staff', 'comfort', 'Service']"
2,united perfectomobile admit app good lot useful func live seat map congrats,"['Seat', 'staff', 'comfort']"
0,united still waiting bag web still tell location come ups fedex tell u given minute,"['staff', 'Punctuality', 'Seat']"
0,united seriously waiting hour plane flight leave pm leave plane great great,"['Price', 'Seat', 'Cleanliness']"
2,united kind cool run bos man sfo http co bm k x j,"['staff', 'comfort', 'Entertainment']"
2,united got call bag delivered tonight thanks reply,"['Service', 'staff', 'Punctuality']"
2,united global first class lounge ord menu yummy http co egkvfokogj,"['staff', 'comfort', 'Price']"
2,united pleasantly surprised quality service flight flew lga cle den friendly crew love concept byod worksnicely,"['Service', 'staff', 'comfort']"
0,united like hearing replied tweet email yet http co caf cx gfi,"['Punctuality', 'Service', 'comfort']"
0,united rude grouchy agent dulles check got hour trip lousy start need nap something,"['staff', 'Punctuality', 'Service']"
0,united k use special people group one board global k together http co qd lyuxazg,"['staff', 'Punctuality', 'comfort']"
0,united thats didnt read entire tweet wife pm flight delayed thats hour flight delay week,"['Punctuality', 'staff', 'Price']"
0,united sure http co hsmpbsf uf,"['staff', 'comfort', 'Service']"
0,united help customer meet subsequently lost,"['staff', 'Punctuality', 'Service']"
2,united thank address,"['staff', 'comfort', 'Service']"
0,united problem laptop phone,"['staff', 'comfort', 'Safety']"
0,united question given food voucher use plane come,"['Cleanliness', 'comfort', 'Punctuality']"
1,united cool need go work today get home make sure house ok wind chill,"['staff', 'comfort', 'Safety']"
1,united please reroute oregon woman tennis santa barbara supposedly another connection la,"['Price', 'Punctuality', 'staff']"
0,united wifi ewr lounge reminds old day dial,"['staff', 'comfort', 'Service']"
0,united need pay car could flight help desk say already left shame,"['staff', 'Punctuality', 'Cleanliness']"
0,united long character,"['staff', 'comfort', 'Cleanliness']"
0,united bos sf waiver business cancelled flighted due weather flexibility compassion extreme circumstance,"['staff', 'comfort', 'Punctuality']"
0,united tried already amp tried forgetting wifi network connection still force log incorrect email suggestion,"['staff', 'Punctuality', 'Price']"
0,united see tweeting little min ago ignoring c request cantlogoutofunitedwifi,"['Punctuality', 'staff', 'Price']"
0,united mean,"['staff', 'comfort', 'Cleanliness']"
0,united hr yet,"['comfort', 'staff', 'Cleanliness']"
0,united anyone awake paying wifi iphone need using laptop logout option wifi flight time wasting,"['staff', 'Punctuality', 'Price']"
0,united great job answering public message direct private message much,"['staff', 'Service', 'Punctuality']"
0,united work customer support extremely saddened united waive change fee flight cancelled flight due east coast storm,"['Punctuality', 'Cleanliness', 'Service']"
0,united refund coming along,"['comfort', 'Cleanliness', 'Safety']"
0,united another f cking delay past hour,"['staff', 'Punctuality', 'Service']"
1,united online inchecking able netherlands am,"['comfort', 'staff', 'Service']"
0,united sfo hnl zero entertainment system youareonyourown,"['Entertainment', 'Price', 'Punctuality']"
0,united log wifi flight see option made typo logging help,"['staff', 'Punctuality', 'Service']"
1,united special promotion flight departing newark nj st john antigua,"['staff', 'Cleanliness', 'Service']"
0,united flight ua sfo burbank delayed twice still plane sight get together,"['Punctuality', 'Price', 'staff']"
0,united saying truth even email,"['comfort', 'Punctuality', 'staff']"
0,united mr way thought id detail extravaganza dobetter please http co v pvphmtzc,"['staff', 'Punctuality', 'Cleanliness']"
1,united hi premium ec upgrade paid amp mileage bf upgrade done prem eco upgrade fare refunded,"['staff', 'Cleanliness', 'comfort']"
1,united deaffriendly getting read review http co brt athau http co wznp q h,"['staff', 'Service', 'Punctuality']"
0,united followed baggage rule website still charge going one way,"['Price', 'staff', 'Punctuality']"
0,united sent dm hour ago,"['Service', 'comfort', 'Cleanliness']"
0,united need track lost luggage shipped need ph human automated,"['Seat', 'staff', 'comfort']"
1,united dm conf receive,"['Service', 'comfort', 'staff']"
0,united weighed checked bag,"['Cleanliness', 'Punctuality', 'Service']"
1,united still waiting response whether allow use rear facing car seat erj,"['staff', 'Punctuality', 'Service']"
0,united nonrefundable hence wrote make sense credit nothanks,"['staff', 'Punctuality', 'Safety']"
0,united website day yesterday tried x put info amp didnt go thru today flight bought went,"['Punctuality', 'Cleanliness', 'Price']"
0,united realize wife waiting delayed flight moment sure understand tweet,"['staff', 'comfort', 'Punctuality']"
0,united minor freaking bc might make connecting flight hawaii yes frustrated,"['staff', 'Punctuality', 'Price']"
2,united sorry ended u air flight thank though getting back,"['Price', 'Punctuality', 'staff']"
0,united denied sure charge one way way hime,"['Price', 'staff', 'Punctuality']"
1,united estellevw need complain twitter refund auto applied,"['staff', 'Punctuality', 'comfort']"
0,united even change could made online instructed call agent maybe syastem allow agent link passenger,"['Punctuality', 'Price', 'staff']"
0,united case id,"['comfort', 'staff', 'Service']"
1,united pricey chase mileage plus cc,"['Price', 'staff', 'Service']"
0,united airbus seat awful recline,"['staff', 'Seat', 'comfort']"
0,united dm follow plus option fly epicfail,"['staff', 'comfort', 'Safety']"
2,united great way start vacation time departure looking forward global first class suite,"['staff', 'Service', 'comfort']"
1,united embossed badge patch superior one currently using http co fq xelbon,"['Service', 'comfort', 'Punctuality']"
0,united sitting plane hour scheduled takeoff without cloud sky keepusguessing isthisyourfirsttry,"['staff', 'Service', 'Cleanliness']"
2,united thank responding promptly look forward km drive office file claim,"['Service', 'staff', 'Punctuality']"
2,united would great,"['staff', 'comfort', 'Service']"
1,united death family cannot make flight tomorrow phone rep quoted per person fee almost cost ticket help,"['Price', 'Punctuality', 'Cleanliness']"
0,united airplane otherwise would call police flight take h,"['staff', 'Punctuality', 'comfort']"
0,united perfectomobile huh sent crash report feb alone one day app consistently crash,"['Service', 'Price', 'Punctuality']"
0,united abused threatened forced travel lower cabine last seat yesterday flight houston sao paulo,"['staff', 'Punctuality', 'Cleanliness']"
2,united welcome,"['staff', 'comfort', 'Cleanliness']"
0,united contacted yesterday told nothing suggested email compensation cust service,"['Punctuality', 'staff', 'Price']"
1,united ua k think iamtedking looking help,"['staff', 'comfort', 'Cleanliness']"
1,united re fsqthg thanks,"['staff', 'Service', 'comfort']"
0,united unfortunately help automated computer,"['staff', 'Service', 'Punctuality']"
2,united flt ewr sfo excellent service friendly flight attendant made flight good start day,"['Service', 'Price', 'Punctuality']"
2,united yes therealaviation instagram,"['comfort', 'staff', 'Cleanliness']"
1,united perfectomobile really use word crashing sayin,"['staff', 'Service', 'Punctuality']"
0,united airline delayed flight way chicago leaving chicago next time delta,"['staff', 'Price', 'Punctuality']"
0,united inquire nothing pretend interested responded dm response back,"['comfort', 'Punctuality', 'Safety']"
1,united need assistance change flight get ailing parent flight leaving tuesday need change asap sooner custserv,"['staff', 'Service', 'Punctuality']"
0,united must stop relationship become greedy heartless long term relationship,"['staff', 'comfort', 'Cleanliness']"
0,united customer service lacking owe gopro camera also appreciate interrupted every time speak thanks,"['Service', 'Price', 'Cleanliness']"
1,united need follow order dm,"['staff', 'comfort', 'Cleanliness']"
0,united get refund would like book better airline,"['staff', 'Service', 'Punctuality']"
0,united call discus told united phone contact passenger absurd,"['staff', 'Punctuality', 'Service']"
0,united messaged requested called baggage team still newark please help let know next step,"['Punctuality', 'Cleanliness', 'Safety']"
1,united airline changing mileageplus program march http co oje ptw,"['staff', 'Cleanliness', 'comfort']"
1,united one club lax terminal across gate,"['staff', 'Cleanliness', 'Safety']"
1,united perfectomobile definately award employer year united,"['staff', 'Service', 'comfort']"
0,united guess busiest route based traffic fuel cost regional jet decision still great traveler,"['staff', 'Baggage', 'Price']"
0,united flight delayed minute ord plane food fixed future dumb delay,"['Price', 'Food', 'Punctuality']"
1,united need change flight tuesday sooner attend ailing parent fl need help custserv,"['staff', 'Price', 'Punctuality']"
0,united need chat actual human asap,"['staff', 'Price', 'Service']"
1,united already emailed know expedient contact please advise thanks,"['staff', 'comfort', 'Service']"
0,united got email saying change mileageplus account confirmed make change help,"['Punctuality', 'comfort', 'staff']"
1,united yes landed,"['staff', 'comfort', 'Cleanliness']"
2,united joni great job flight lax thanks great flight,"['staff', 'Service', 'Price']"
2,united far good stepped denver next stop portland,"['staff', 'Service', 'Price']"
0,united disappointed service missing connection hour delay cramped seat least app good,"['Service', 'Price', 'Punctuality']"
0,united joke hang customer,"['staff', 'Punctuality', 'comfort']"
0,united charged one way baggage find others leaving pittsburgh equipment charged hung,"['staff', 'Price', 'Punctuality']"
2,united orthodoc call flight glad service,"['Service', 'staff', 'Punctuality']"
0,united publicly asked detail flt sent dm like asked yet day hear unitedfail,"['Punctuality', 'comfort', 'staff']"
2,united flight attendant regains karma giving big sweaty dad cold water guy running amp carrying daughter last one onboard,"['staff', 'Punctuality', 'Cleanliness']"
0,united really hoping get help th attempt get resolution lost count transfer help please mileageplus,"['Price', 'staff', 'Punctuality']"
1,united iamtedking http co uczzp yphk click lounge tab need flying supported airline,"['staff', 'Safety', 'Service']"
0,united sent dm file reference number want know someone located bag even yet,"['comfort', 'staff', 'Punctuality']"
2,united want shout thank pilot staff feb flight newark boston pm super helpful,"['staff', 'Service', 'Safety']"
0,united help ua take without missing galley cart one find pax seated last hour,"['Seat', 'Punctuality', 'comfort']"
1,united grandma ella th would love birthday greeting flight crew stewardess eastern airline,"['staff', 'Service', 'Punctuality']"
1,united hiring flight dispatcher chicago il network operation centerl http co lio ocpteq,"['staff', 'Service', 'Cleanliness']"
0,united make sense k year making harder keep loyal,"['comfort', 'Punctuality', 'staff']"
1,united updated power outlet seat back tv yet flying ord tokyo narita th,"['staff', 'comfort', 'Punctuality']"
0,united need get cousin pdx day travel hire sitter til arrives thx,"['staff', 'Price', 'Punctuality']"
2,united keep flight cheap early time good flew americanair cancelled flightled flight time last month united gt,"['Price', 'staff', 'Service']"
0,united premier desk able rebook friend americanair problem pay checked bag,"['staff', 'Punctuality', 'Cleanliness']"
0,united thought nothing happened,"['Punctuality', 'Price', 'staff']"
0,united booked return flight,"['Cleanliness', 'Punctuality', 'Safety']"
0,united flt ord correct per dm flight ord cvg charged incorrectly,"['staff', 'Seat', 'Price']"
0,united need change way customer service handled waiting supervisor contact day give,"['Service', 'Punctuality', 'Cleanliness']"
0,united need talk actual person missing luggage please advise make happen,"['Safety', 'Punctuality', 'staff']"
0,united know see estimated time dep understand better estimate hr ago,"['comfort', 'Cleanliness', 'Entertainment']"
1,united news,"['staff', 'comfort', 'Cleanliness']"
0,united trick making u look popular twitter worst airline wellplayed jokesonus,"['staff', 'Punctuality', 'comfort']"
0,united request refund charge twice first place,"['Price', 'Punctuality', 'staff']"
0,united calling soon going tomorrow like show app good option,"['Price', 'staff', 'Service']"
0,united filled form twice email lost item code verify received,"['comfort', 'Entertainment', 'Safety']"
2,united message sent thank,"['staff', 'Service', 'comfort']"
0,united told refund really makeup inconvenience caused missed meeting,"['Punctuality', 'Cleanliness', 'staff']"
1,united year van gogh fan visit europe http co e eofthgaj,"['Punctuality', 'Cleanliness', 'staff']"
1,united americanair year van gogh fan visit europe http co e eofthgaj,"['staff', 'comfort', 'Punctuality']"
0,united please explain need pay bag fee twice equally delayed flight resulted bag rechecked overnight,"['staff', 'Punctuality', 'Price']"
0,united watched entire uncvsduke game tarmac cancelled flighting flight crew timed right hr flight,"['Punctuality', 'Price', 'Cleanliness']"
0,united reflight booking problem would made reach time meeting also wanna take chance booked etihad instead,"['Punctuality', 'staff', 'Price']"
1,united eat airport areyounew incompetent number feeltheheat,"['staff', 'Punctuality', 'Price']"
0,united vacation day relevant ritz pr night losing day idiot sleeping newark ramada priceless,"['staff', 'Price', 'Seat']"
0,united time spent night trying sleep toddler bed airport ramada without luggage kidnapped furious,"['staff', 'Punctuality', 'Seat']"
0,united calling check future flight first agent hung sent pet travel line hell,"['staff', 'Punctuality', 'Service']"
0,united fyi site app still show plenty unavailable flight error almost hr sellout flying americanair,"['staff', 'Price', 'Punctuality']"
0,united sure saying long tweeting obsolete fleet promise free,"['comfort', 'staff', 'Price']"
2,united followed messaged thanks much help,"['Service', 'staff', 'Punctuality']"
1,united concerned,"['staff', 'comfort', 'Safety']"
0,united please consider letting flyer overhead bin item board deplane first first class make sense,"['Price', 'Safety', 'Punctuality']"
0,united never flying unitedairlines ever checked bag lb angrycustomer unitedairlinessuck,"['staff', 'Punctuality', 'Cleanliness']"
2,united thanks jt,"['staff', 'Service', 'comfort']"
1,united trying locate passenger landed hr ago heathrowairport ua assist flight still custom please help,"['staff', 'Punctuality', 'Cleanliness']"
2,united thank la something special,"['staff', 'comfort', 'Service']"
0,united flight turned around mechanical reason never fly united check plane properly,"['staff', 'Punctuality', 'Price']"
0,united customary upgrade flight attendant uniform v passenger one b flt iah,"['staff', 'Punctuality', 'Cleanliness']"
0,united really addressed somewhere website find completely irritating amp unable take flight,"['staff', 'Cleanliness', 'Punctuality']"
0,united ua hr mechanical delay get voucher tweet book next trip ua,"['Punctuality', 'Service', 'staff']"
0,united spends minute beating lady bag fee random stranger come pay fee randomactsofcorporategreed,"['Punctuality', 'Safety', 'staff']"
1,united fee,"['comfort', 'Price', 'Punctuality']"
0,united hi still waiting refund ridiculous u approve ticket u give refund please advise wht going,"['Punctuality', 'Service', 'comfort']"
1,united hi booked flight yesterday received email w confirmation number today got error active flight segment,"['Punctuality', 'staff', 'Cleanliness']"
1,united update dot looking united fare london u last week,"['staff', 'Cleanliness', 'comfort']"
0,united thanks mr got rebooked already lost first class seat life,"['Seat', 'Price', 'Punctuality']"
0,united booked flight yesterday appeared account confirm email since hour disappeared err segment,"['Cleanliness', 'comfort', 'Price']"
0,united boarding agent phone taking care k traveller link reservation,"['Service', 'Cleanliness', 'Punctuality']"
0,united ewr ppl told call x day since monday still layover loc ref tho help appreciated,"['staff', 'Service', 'Punctuality']"
0,united ruth helpful routing u punta cana dulles connection failed rep helpful,"['staff', 'Service', 'Punctuality']"
2,united thank,"['staff', 'comfort', 'Service']"
0,united booked time called told confirmed linked even make change rez,"['Punctuality', 'staff', 'Service']"
0,united board flight cancelled flight pilot miss meeting atlanta someone slept,"['Price', 'Punctuality', 'staff']"
1,united milage number sent mail via dm following follow sent dm,"['comfort', 'Safety', 'Cleanliness']"
0,united response week since complaint submitted day since said would look,"['comfort', 'Price', 'Punctuality']"
0,united thx come hell high water,"['staff', 'comfort', 'Price']"
0,united worried cold weather snow would delay u morning pilot stillwaiting,"['staff', 'Punctuality', 'comfort']"
0,united rushed degree weather get airport time bad pilot stillwaiting,"['staff', 'Punctuality', 'Service']"
1,united refund,"['staff', 'comfort', 'Service']"
1,united aisle please,"['staff', 'comfort', 'Cleanliness']"
2,united thanks quick reply fill form idnumber hopetogetanswersoon,"['staff', 'Service', 'Punctuality']"
0,united handed slip paper amp said call called x day trying get sent still layover airport ref tho,"['Punctuality', 'Cleanliness', 'comfort']"
2,united fine take,"['staff', 'Service', 'comfort']"
1,united live abroad flight booking problem flight come visit state,"['Price', 'Boarding', 'comfort']"
1,united,"['staff', 'comfort', 'Cleanliness']"
0,united recap bounced flight lied hung supposed think,"['staff', 'Price', 'Punctuality']"
2,united thank second flight already got bumped st love,"['staff', 'comfort', 'Cleanliness']"
0,united said would need get supervisor waiting supervisor hung,"['Punctuality', 'staff', 'Service']"
0,united called lady overseas call center said saw note explained situation,"['comfort', 'Entertainment', 'Service']"
0,united could access seat map said would note upgrade itinerary call back late flightr,"['Punctuality', 'Price', 'Cleanliness']"
0,united spoke someone feedback line last night said would get preferred choice seat today,"['Punctuality', 'Seat', 'Cleanliness']"
2,united good call tomorrow thanks,"['staff', 'Service', 'comfort']"
1,united next day,"['comfort', 'staff', 'Cleanliness']"
1,united filled form received sort email confirmation received normal,"['staff', 'Punctuality', 'comfort']"
0,united loses luggage hotelstonight loses reservation hour travel day want get startingbloc,"['staff', 'Punctuality', 'Price']"
0,united oh flight fine lost luggage much look like least half day late flight conference santa monica,"['Price', 'staff', 'Punctuality']"
0,united h flight without working screen friend possible move another place unitedfails worsttripofmylife,"['staff', 'Punctuality', 'Service']"
1,united unitedflyerhd united airline n dreamliner leaf london heathrow b fan http co ai yzwt za,"['staff', 'Service', 'Safety']"
0,united gj flight wifi even though promised ground crew anotherdisappointment,"['staff', 'comfort', 'Punctuality']"
0,united gj agree hour late flight arrival unacceptable hope pray bag,"['staff', 'Price', 'Punctuality']"
0,united unhappy united service read ralph nader open letter ual ceo leave comment rt http co apiau,"['Service', 'comfort', 'Punctuality']"
1,united ok dm info,"['comfort', 'staff', 'Safety']"
0,united best seat paying customer get board first badcustomerservice,"['Seat', 'Punctuality', 'Service']"
0,united happens time united pilot always exit row america treat customer better employee,"['staff', 'Service', 'Safety']"
